year,player,team_pos,direction,quote,source
2020,A.J. Green,CIN WR,negative,“out for virtually all of camp with a hamstring injury”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Marcus Mariota,LV QB,negative,“sluggish”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Jordan Love,GB QB,negative,“not the second-best quarterback”,"2020 NFL training camp's early winners and losers: Raiders rookies shining bright, A.J. Green can't get right · NFL.com"
2020,Antonio Gibson,WAS RB,positive,“slightly more carries”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Bryce Love,WAS RB,positive,“favorite to start”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Darrynton Evans,TEN RB,positive,“locked into the No. 2 role”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Benny Snell,PIT RB,positive,“sealed up the No. 2 running back job”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Auden Tate,CIN WR,positive,“MVP in Bengals' training camp”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Preston Williams,MIA WR,positive,“impressive in training camp”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Devin Asiasi,NE TE,positive,“impressed with his blocking”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,John Hightower,PHI WR,positive,“enjoyed an amazing training camp”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Allen Lazard,GB WR,positive,“overwhelming favorite”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Laviska Shenault,JAX WR,positive,“called him a freak”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Steven Sims,WAS WR,positive,“running as a starter receiver”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Olabisi Johnson,MIN WR,positive,“running as the No. 2 receiver”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Phillip Lindsay,DEN RB,positive,“catching everything in training camp”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Henry Ruggs III,LV WR,negative,“not getting first-team reps”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Rob Gronkowski,TB TE,negative,“fewest snaps of three tight ends”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Tyler Boyd,CIN WR,positive,“Burrow loved targeting the slot”,2020 Fantasy Football Stock Report: Training Camp · WalterFootball
2020,Jonathan Taylor,IND RB,positive,“consistently getting to the second level”,NFL Hot or Not: Rookie running backs turning heads in camp · NFL.com
2020,Jalen Reagor,PHI WR,positive,“impressive... explosive”,NFL Hot or Not: Rookie running backs turning heads in camp · NFL.com
2020,Zack Moss,BUF RB,positive,“impact Moss can have this season has been undersold”,NFL Hot or Not: Rookie running backs turning heads in camp · NFL.com
2020,O.J. Howard,TB TE,positive,“Nobody can cover him”,NFL Hot or Not: Rookie running backs turning heads in camp · NFL.com
2020,Joe Burrow,CIN QB,positive,"“breathes life into this offense, into this team”",NFL Hot or Not: Rookie running backs turning heads in camp · NFL.com
2019,Sam Darnold,NYJ QB,positive,“shown enough to be worthy of moving into the big cluster of QB2s”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Tevin Coleman,SF RB,positive,“Kyle Shanahan's running backs produce”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Ty Montgomery,NYJ RB,positive,“commanded the type of receiving work that unlocks Fantasy upside”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Jamison Crowder,NYJ WR,positive,“worthwhile PPR bet as a potential fifth-year NFL breakout”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,O.J. Howard,TB TE,positive,"“exceptionally likely he will be, and perhaps already is, an elite tight end”","2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Carlos Hyde,KC RB,negative,“not fitting what the Chiefs want to do offensively”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,LeSean McCoy,BUF RB,negative,“very little upside with a McCoy pick at any point in the draft”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Dante Pettis,SF WR,negative,“isn't seeing legitimate No. 1 usage in the preseason”,"2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Donte Moncrief,PIT WR,negative,"“has gone over 80 receiving yards just six times in his career, in 72 games played”","2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Mark Andrews,BAL TE,negative,"“rotated heavily, leaving Andrews with insufficient playing time”","2019 Fantasy Football Draft Prep: Preseason risers and fallers with Ty Montgomery and Jamison Crowder up, Carlos Hyde down · CBS Sports"
2019,Rashaad Penny,SEA RB,negative,“clearly behind Chris Carson”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Darwin Thompson,KC RB,positive,“best running back on Kansas City's roster”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,James Washington,PIT WR,positive,“my favorite sleeper receiver”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Deon Cain,IND WR,positive,“fine late-round flier”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Justice Hill,BAL RB,positive,“trouble keeping him off the field”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Miles Sanders,PHI RB,positive,“started ahead of Jordan Howard”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Josh Allen,BUF QB,positive,“far more accurate than he was last year”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Tyler Lockett,SEA WR,positive,“emerged as a well-rounded receiver”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Emmanuel Sanders,DEN WR,positive,“looked perfectly healthy”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Jimmy Garoppolo,SF QB,negative,“rough night at Denver”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,Kyler Murray,ARI QB,negative,“far worse in this game”,2019 Fantasy Football: Preseason Fantasy Stock - Week 2 · WalterFootball
2019,John Brown,BUF WR,positive,“drawn consistent praise in camp”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Jordan Reed,WAS TE,positive,“looks like the same player fantasy owners fell in love with”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Austin Ekeler,LAC RB,positive,“continues to rise”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Ito Smith,ATL RB,negative,“trending the wrong direction”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Robert Foster,BUF WR,negative,“has not taken the leap expected”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Kenyan Drake,MIA RB,negative,“will share touches with Ballage”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Jerick McKinnon,SF RB,negative,“suffered a setback in return”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Dallas Goedert,PHI TE,negative,“calf strain will cost him preseason”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Trey Burton,CHI TE,negative,“remains on the mend from surgery”,Fantasy football risers and fallers: Aug. 6-12 · The Huddle
2019,Michael Gallup,DAL WR,positive,“He's a beast”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Terry McLaurin,WAS WR,positive,“Jay Gruden gushing about”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,DeSean Jackson,PHI WR,positive,“continued to make big plays”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Russell Shepard,NYG WR,positive,“earned some praise for performance”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Javon Wims,CHI WR,positive,“strong camp he is having”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Chad Beebe,MIN WR,positive,“coaching staff excited about potential”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Marquez Valdes-Scantling,GB WR,positive,“totally changed”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Kenny Golladay,DET WR,positive,“big plays in joint practice”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Emmanuel Butler,NO WR,positive,“sleeper in Saints offense”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Curtis Samuel,CAR WR,positive,“drawn rave reviews”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Chris Godwin,TB WR,positive,“red-zone work drawn praise”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Calvin Ridley,ATL WR,positive,“improved hands”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every NFC team · CBS Sports
2019,Jakobi Meyers,NE WR,positive,“one of Brady's favorite targets so far”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Preston Williams,MIA WR,positive,"“He's special, man. He's going to be a No.1 receiver one day”",2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Robby Anderson,NYJ WR,positive,“more than just a deep threat”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Miles Boykin,BAL WR,positive,“playing himself into a prominent role on offense”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Auden Tate,CIN WR,positive,“praised for his ability to make big plays”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Will Fuller,HOU WR,positive,“doesn't seem to have lost the speed that made him such a dangerous weapon”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Parris Campbell,IND WR,positive,"“legit, NFL, I'm-gonna-be-a-stud receiver plays”",2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Corey Davis,TEN WR,positive,“improvement in going after 50-50 balls”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,D.J. Chark,JAX WR,positive,“dominated in red-zone drills recently”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Mecole Hardman,KC WR,positive,“made plenty of big plays”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Courtland Sutton,DEN WR,positive,“connected with Joe Flacco for a few deep balls”,2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Tyrell Williams,OAK WR,positive,"“bright spot for the Raiders, notably making several plays on deep balls”",2019 Fantasy Football Draft Prep: Wide receiver training camp standouts for every AFC team · CBS Sports
2019,Kalen Ballage,MIA RB,positive,“earned a share of the primary workload”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Tony Pollard,DAL RB,positive,“benefits (temporarily?) from Zeke's absence”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,C.J. Anderson,DET RB,positive,“Theo Riddick's release opens the door”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Hakeem Butler,ARI WR,positive,“stood out in camp”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Devin Singletary,BUF RB,positive,“earned some first-team reps”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,J.J. Arcega-Whiteside,PHI WR,positive,“impressed in the red zone”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Irv Smith Jr.,MIN TE,positive,“picking up the offense well”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Donte Moncrief,PIT WR,positive,“opened camp as a starter”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Andrew Luck,IND QB,negative,“calf strain lingering into training camp”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,Melvin Gordon,LAC RB,negative,“holding out”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,A.J. Green,CIN WR,negative,“set to miss games”,Fantasy football risers and fallers: July 29-Aug. 4 · The Huddle
2019,KeeSean Johnson,ARI WR,positive,“only rookie already seeing some first-team reps”,NFL training camp winners/losers: Seven rookies creating a buzz · NFL.com
2019,Trey Quinn,WAS WR,positive,“had the slot receiver job locked down”,NFL training camp winners/losers: Seven rookies creating a buzz · NFL.com
2019,Maurice Harris,NE WR,positive,“best receiver in New England's camp by a good margin”,NFL training camp winners/losers: Seven rookies creating a buzz · NFL.com
2019,Kerryon Johnson,DET RB,positive,“best three-down bargain”,NFL training camp winners/losers: Seven rookies creating a buzz · NFL.com
2019,D.K. Metcalf,SEA WR,positive,“in two-receiver sets alongside Tyler Lockett”,NFL training camp winners/losers: Seven rookies creating a buzz · NFL.com
2019,Darren Waller,OAK TE,positive,“been their best offensive player”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Darwin Thompson,KC RB,positive,“leapt Carlos Hyde on depth chart”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Matt Breida,SF RB,positive,“listed ahead of Tevin Coleman on depth chart”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Dare Ogunbowale,TB RB,positive,“expected to be Tampa's third-down back”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Damion Willis,CIN WR,positive,“will start across from Tyler Boyd”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Chris Carson,SEA RB,positive,“best running back for the Seahawks”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Ronald Jones,TB RB,positive,“showing out in practices”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Trent Taylor,SF WR,positive,“favorite to be starting slot receiver”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Damien Harris,NE RB,positive,“natural on passing downs”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Royce Freeman,DEN RB,positive,“looked good as a receiver”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,N'Keal Harry,NE WR,negative,“outplayed in practice by Jakobi Meyers”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Keke Coutee,HOU WR,negative,“no longer fantasy relevant”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Kenny Stills,HOU WR,negative,“will be No. 3 receiver”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Jalen Hurd,SF WR,negative,“may not be ready for Week 1”,2019 Fantasy Football Stock Report: Training Camp · WalterFootball
2019,Kyler Murray,ARI QB,positive,“I've never seen a quarterback come in so quickly and be able to command an offense”,10 players generating the most buzz at training camp so far · theScore
2019,Mark Andrews,BAL TE,positive,“most dangerous player at camp thus far”,10 players generating the most buzz at training camp so far · theScore
2018,John Ross,CIN WR,positive,“making a few splash-plays this preseason”,Preseason Dynasty Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Phillip Dorsett,NE WR,positive,“one of the team's starting wide receivers going into Week 1”,Preseason Dynasty Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Chris Warren,OAK RB,positive,“exceeded expectations during the preseason”,Preseason Dynasty Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Peyton Barber,TB RB,positive,"“he's a talented runner, and he's good enough to earn a sizeable workload”",Preseason Dynasty Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Rashaad Penny,SEA RB,negative,“struggling to gain traction with the first team offense”,Preseason Dynasty Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Marquise Goodwin,SF WR,positive,“chemistry between Goodwin and QB Jimmy Garoppolo has been evident”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Jeremy McNichols,SF RB,positive,“gone from being a fantasy non-factor to an intriguing handcuff”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Jonathan Williams,NO RB,positive,“emerged as the clear Ingram replacement in September”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Chris Hogan,NE WR,positive,“someone other than Rob Gronkowski needs to step up”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Ronald Jones,TB RB,negative,“hasn't done himself any favors this offseason”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Rashaad Penny,SEA RB,negative,"“weighs a husky 236 pounds, 16 pounds more than combine weight”",9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,DeVante Parker,MIA WR,negative,“has been sliding down rankings the longer he's out”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,Marlon Mack,IND RB,negative,“hamstring injuries have a nasty habit of lingering”,9 Preseason Risers and Fallers (2018 Fantasy Football) · FantasyPros
2018,James White,NE RB,positive,"“could easily outperform his current 10th-round ADP, which is sure to climb”",Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Chris Warren,OAK RB,positive,“could provide sneaky fantasy value if given significant snaps”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Calvin Ridley,ATL WR,positive,“looks like he belongs on an NFL field this season”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Mike Williams,LAC WR,positive,“is the real deal”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Taywan Taylor,TEN WR,positive,“about to shoot up draft boards”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Trey Burton,CHI TE,positive,“love what I see in Burton's potential volume”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Ian Thomas,CAR TE,positive,“could emerge as the next big thing in Carolina”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Patrick Mahomes,KC QB,positive,“showcased the ability to get the ball downfield with accuracy and strength”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Sam Darnold,NYJ QB,negative,“returned to earth this week”,Fantasy Football 2018: Preseason Week 2 Recap · Sports Illustrated
2018,Kerryon Johnson,DET RB,positive,“getting in work with the starters obviously bodes well”,"2018 Fantasy Football Draft Prep: Rookie running back stock watch highlights sleepers, busts · CBS Sports"
2018,Royce Freeman,DEN RB,positive,"“trending up all of training camp, and it wouldn't be a surprise at all if he was the starter”","2018 Fantasy Football Draft Prep: Rookie running back stock watch highlights sleepers, busts · CBS Sports"
2018,Jordan Wilkins,IND RB,positive,“it hasn't been much of a competition lately”,"2018 Fantasy Football Draft Prep: Rookie running back stock watch highlights sleepers, busts · CBS Sports"
2018,Ronald Jones,TB RB,negative,“failed to overtake Peyton Barber... largely ineffective in preseason work”,"2018 Fantasy Football Draft Prep: Rookie running back stock watch highlights sleepers, busts · CBS Sports"
2018,Rashaad Penny,SEA RB,negative,“will now have to overcome a couple of stumbling blocks to get onto the field in a significant role”,"2018 Fantasy Football Draft Prep: Rookie running back stock watch highlights sleepers, busts · CBS Sports"
2018,Sony Michel,NE RB,negative,“seemed to be behind in the hierarchy even before the injury”,"2018 Fantasy Football Draft Prep: Rookie running back stock watch highlights sleepers, busts · CBS Sports"
2018,Chris Carson,SEA RB,positive,“currently and solidly atop the Seahawks' depth chart”,Fantasy Football 2018: Breaking Down Training Camp (Roundtable) · Sports Illustrated
2018,Chris Godwin,TB WR,positive,“potentially leapfrogged Adam Humphries on the wideout depth chart”,Fantasy Football 2018: Breaking Down Training Camp (Roundtable) · Sports Illustrated
2018,Kerryon Johnson,DET RB,positive,“Kerryon Johnson is special”,Fantasy Football 2018: Breaking Down Training Camp (Roundtable) · Sports Illustrated
2018,Rashaad Penny,SEA RB,negative,“dicey to count on as fantasy RB2”,Fantasy Football 2018: Breaking Down Training Camp (Roundtable) · Sports Illustrated
2018,Chris Godwin,TB WR,positive,“Turning heads and building buzz at Bucs training camp”,8 Fantasy Football Risers & Fallers After Preseason Week 1 · 4for4
2018,Peyton Barber,TB RB,positive,“may just earn himself a spot as the starter”,8 Fantasy Football Risers & Fallers After Preseason Week 1 · 4for4
2018,Kerryon Johnson,DET RB,positive,"“great power and vision, rumbling through arm tackles”","2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Royce Freeman,DEN RB,positive,“ran with more power and authority”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,David Njoku,CLE TE,positive,“great straight-line speed”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Michael Gallup,DAL WR,positive,“only left the field for two snaps”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Kelvin Benjamin,BUF WR,positive,“get volume”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Lamar Miller,HOU RB,positive,“looked quicker than he did a year ago”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Marshawn Lynch,OAK RB,positive,“ran with the aggressive style we've come to love”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Patrick Mahomes,KC QB,negative,“very uncool under pressure”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Ronald Jones,TB RB,negative,“nauseating 9 yards on eight carries”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Rashaad Penny,SEA RB,negative,“didn't earn his worth”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Jerick McKinnon,SF RB,negative,“ugly stat line - minus-2 yards on three carries”,"2018 Fantasy Football Draft Prep: Kerryon Johnson, Andrew Luck headline preseason Week 1 reactions · CBS Sports"
2018,Anthony Miller,CHI WR,positive,“turned heads repeatedly at camp”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,John Brown,BAL WR,positive,“lighting up practices”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Andrew Luck,IND QB,positive,“connecting on deep strikes again”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Tavon Austin,DAL WR,positive,“lining up with first-team offense”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Deon Cain,IND WR,positive,“showing early promise”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Tre'Quan Smith,NO WR,positive,“building positive camp buzz”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Chris Carson,SEA RB,positive,“starting running back building case”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Taywan Taylor,TEN WR,positive,“receiver emerging as player to monitor”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Mitchell Trubisky,CHI QB,negative,“heavy dose of interceptions”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Jameis Winston,TB QB,negative,“benched for Ryan Fitzpatrick”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Josh Allen,BUF QB,negative,“limited first-team reps”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,A.J. McCarron,BUF QB,negative,“Peterman picking up offense faster; unfavorable signal”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Robert Griffin III,BAL QB,negative,“fighting for third-string”,2018 NFL training camp: Early winners and losers across league · NFL.com
2018,Samaje Perine,WAS RB,positive,“favorite for early-down work”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Geronimo Allison,GB WR,positive,“won No. 3 receiving job”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Christian Kirk,ARI WR,positive,“created separation at No. 2”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Jordan Wilkins,IND RB,positive,“getting first-team reps”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Tre McBride,NYJ WR,positive,“ahead of injured Enunwa”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Peyton Barber,TB RB,positive,“played like an every-down back”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Ben Watson,NO TE,positive,"“eye-popping, contested catches”",2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Dede Westbrook,JAX WR,positive,“praised for route-running”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Jake Kumerow,GB WR,positive,“practices like a pro”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Ryan Grant,IND WR,positive,“distanced himself from other receivers”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Derek Carr,OAK QB,positive,“in real command of offense”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Martavis Bryant,OAK WR,negative,“Gruden: play better”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Dak Prescott,DAL QB,negative,“issues getting ball downfield”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Eric Decker,NE WR,negative,“dropped passes in camp/preseason”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
2018,Mike Williams,LAC WR,positive,“has a big role in red zone”,2018 Fantasy Football Stock Report: Training Camp · WalterFootball
